"state","year","min_wage","gdp_millions","unemployment","population","rental_vacancy_rate","bachelors","homeowner_rate","manufacturing"
"WY",2000,NA,17152.5,3.8,494.3,8.1,NA,71,10.4
"WY",2001,NA,18708.3,3.8,494.657,7.8,NA,73.5,10
"WY",2002,NA,19165.6,4,500.017,7.5,NA,73,9.5
"WY",2003,NA,21193.6,4.3,503.453,9.4,NA,72.9,9.3
"WY",2004,NA,23429.4,3.8,509.106,5.6,NA,72.8,9.4
"WY",2005,NA,27576.3,3.5,514.157,6,NA,72.8,9.7
"WY",2006,NA,32740.3,3,522.667,4.6,22.7,73.7,10.2
"WY",2007,NA,36950.8,2.7,534.876,5.4,23.4,73.2,10.2
"WY",2008,NA,42819.3,2.9,546.043,4.7,23.6,73.3,10
"WY",2009,NA,36252,6.3,559.851,6.3,23.8,73.8,9.1
"WY",2010,NA,37680.7,6.9,564.531,8.3,24.1,73.4,8.7
"WY",2011,NA,39751.4,6.1,567.491,6.5,24.7,71.1,9.1
"WY",2012,NA,38855.4,5.5,576.656,5.4,24.7,70.3,9.3
"WY",2013,NA,39289.8,4.7,582.62,7.6,26.6,70.5,9.5
"WY",2014,NA,40310.6,4.3,583.159,8,26.6,70.8,9.8
"WY",2015,NA,38426.9,4.2,586.389,9.8,26.2,69.9,9.7
"WY",2016,NA,35879,5.3,585.243,12.2,27.1,70.2,9.2
"WY",2017,NA,36980.7,4.3,579.994,14.7,27.6,70.4,9.4
"WY",2018,NA,39171.7,4.1,579.054,13,26.9,71.1,9.8
"WY",2019,NA,39428,3.7,580.116,8.1,29.1,71.3,10.1
"WY",2020,NA,36330.4,5.9,577.605,9.4,28.2,73.9,9.6
"WY",2021,NA,41510.2,4.6,579.483,8,29.2,72.1,9.8
"WY",2022,NA,47432.5,3.6,581.381,7.2,NA,75.3,10.2
"AL",1976,NA,NA,6.7,3735.139,NA,NA,NA,NA
"AL",1977,NA,NA,7.2,3780.403,NA,NA,NA,NA
"AL",1978,NA,NA,6.4,3831.836,NA,NA,NA,NA
"AL",1979,NA,NA,7.2,3866.248,NA,NA,NA,NA
"AL",1980,NA,NA,8.8,3900.368,NA,NA,NA,NA
"AL",1981,NA,NA,10.7,3918.531,NA,NA,NA,NA
"AL",1982,NA,NA,14,3925.266,NA,NA,NA,NA
"AL",1983,NA,NA,13.8,3934.102,NA,NA,NA,NA
"AL",1984,NA,NA,11.3,3951.82,NA,NA,73.7,NA
"AL",1985,NA,NA,9.5,3972.523,NA,NA,70.4,NA
"AL",1986,NA,NA,9.6,3991.569,5,NA,70.3,NA
"AL",1987,NA,NA,8.2,4015.264,5,NA,67.9,NA
"AL",1988,NA,NA,7.3,4023.844,6.8,NA,66.5,NA
"AL",1989,NA,NA,7,4030.222,6.9,NA,67.6,NA
"AL",1990,NA,NA,6.8,4048.508,8.1,NA,68.4,364
"AL",1991,NA,NA,7.3,4091.025,7.2,NA,69.9,354.4
"AL",1992,NA,NA,7.5,4139.269,6.4,NA,70.3,357
"AL",1993,NA,NA,7.2,4193.114,6.8,NA,70.2,359.5
"AL",1994,NA,NA,6.2,4232.965,7.2,NA,68.5,362
"AL",1995,NA,NA,5.8,4262.731,8.5,NA,70.1,370.5
"AL",1996,NA,NA,5.2,4290.403,8.7,NA,71,362.4
"AL",2023,NA,NA,NA,NA,NA,NA,NA,NA
"AK",1976,NA,NA,7.6,400.969,NA,NA,NA,NA
"AK",1977,NA,NA,9.9,403.436,NA,NA,NA,NA
"AK",1978,NA,NA,10.6,404.766,NA,NA,NA,NA
"AK",1979,NA,NA,9.1,402.753,NA,NA,NA,NA
"AK",1980,NA,NA,9.5,405.315,NA,NA,NA,NA
"AK",1981,NA,NA,9.2,418.491,NA,NA,NA,NA
"AK",1982,NA,NA,10.1,449.606,NA,NA,NA,NA
"AK",1983,NA,NA,10.1,488.417,NA,NA,NA,NA
"AK",1984,NA,NA,9.9,513.702,NA,NA,57.6,NA
"AK",1985,NA,NA,9.8,532.495,NA,NA,61.2,NA
"AK",1986,NA,NA,11.1,544.268,15.3,NA,61.5,NA
"AK",1987,NA,NA,10.1,539.309,15.9,NA,59.7,NA
"AK",1988,NA,NA,8.7,541.983,14.3,NA,57,NA
"AK",1989,NA,NA,7.1,547.159,11,NA,58.7,NA
"AK",1990,NA,NA,7.3,553.12,6.8,NA,58.4,14.1
"AK",1991,NA,NA,8.3,569.273,5.7,NA,57.1,15.2
"AK",1992,NA,NA,8.9,587.073,5.8,NA,55.5,15.9
"AK",1993,NA,NA,7.8,596.993,4.9,NA,55.4,15.1
"AK",1994,NA,NA,7.6,600.624,4.5,NA,58.8,14.5
"AK",1995,NA,NA,7.3,601.345,6,NA,60.9,14.8
"AK",1996,NA,NA,7.4,604.918,5.9,NA,62.9,14.4
"AK",2023,NA,NA,NA,NA,NA,NA,NA,NA
"AZ",1976,NA,NA,9.8,2346.157,NA,NA,NA,NA
"AZ",1977,NA,NA,8.4,2425.197,NA,NA,NA,NA
"AZ",1978,NA,NA,6,2515.316,NA,NA,NA,NA
"AZ",1979,NA,NA,5.1,2635.571,NA,NA,NA,NA
"AZ",1980,NA,NA,6.6,2737.774,NA,NA,NA,NA
"AZ",1981,NA,NA,6.2,2810.107,NA,NA,NA,NA
"AZ",1982,NA,NA,10,2889.861,NA,NA,NA,NA
"AZ",1983,NA,NA,9.1,2968.925,NA,NA,NA,NA
"AZ",1984,NA,NA,5,3067.135,NA,NA,65.2,NA
"AZ",1985,NA,NA,6.4,3183.538,NA,NA,64.7,NA
"AZ",1986,NA,NA,7.1,3308.262,13.1,NA,62.5,NA
"AZ",1987,NA,NA,6.5,3437.103,12.7,NA,63.3,NA
"AZ",1988,NA,NA,6.4,3535.183,11.8,NA,66.1,NA
"AZ",1989,NA,NA,5.2,3622.185,10.5,NA,63.9,NA
"AZ",1990,NA,NA,5.2,3679.056,10.7,NA,64.5,176.6
"AZ",1991,NA,NA,5.9,3762.394,9.6,NA,66.3,170.8
"AZ",1992,NA,NA,7.6,3867.333,9.5,NA,69.3,166.9
"AZ",1993,NA,NA,6.4,3993.39,7.4,NA,69.1,169.7
"AZ",1994,NA,NA,6.2,4147.561,8.8,NA,67.7,181.8
"AZ",1995,NA,NA,5.3,4306.908,7.2,NA,62.9,191.4
"AZ",1996,NA,NA,5.5,4432.308,10.2,NA,62,199.2
"AZ",2023,NA,NA,NA,NA,NA,NA,NA,NA
"AR",1976,NA,NA,6.9,2170.161,NA,NA,NA,NA
"AR",1977,NA,NA,6.5,2209.01,NA,NA,NA,NA
"AR",1978,NA,NA,6.2,2243.127,NA,NA,NA,NA
"AR",1979,NA,NA,6.3,2271.333,NA,NA,NA,NA
"AR",1980,NA,NA,7.5,2288.738,NA,NA,NA,NA
"AR",1981,NA,NA,8.6,2293.201,NA,NA,NA,NA
"AR",1982,NA,NA,9.5,2294.257,NA,NA,NA,NA
"AR",1983,NA,NA,9.7,2305.761,NA,NA,NA,NA
"AR",1984,NA,NA,8.5,2319.768,NA,NA,65.9,NA
"AR",1985,NA,NA,8.5,2327.046,NA,NA,66.6,NA
"AR",1986,NA,NA,8.5,2331.984,7.4,NA,67.5,NA
"AR",1987,NA,NA,8.1,2342.355,7.8,NA,68.1,NA
"AR",1988,NA,NA,7.7,2342.656,8.5,NA,67,NA
"AR",1989,NA,NA,7,2346.358,8,NA,66.3,NA
"AR",1990,NA,NA,6.9,2354.343,7.9,NA,67.8,219.4
"AR",1991,NA,NA,7.3,2370.666,8.6,NA,68.6,219.1
"AR",1992,NA,NA,7,2394.098,6.9,NA,70.3,223.7
"AR",1993,NA,NA,6.1,2423.743,7.2,NA,70.5,230.7
"AR",1994,NA,NA,5.4,2450.605,6.8,NA,68.1,240.2
"AR",1995,NA,NA,4.9,2480.121,7.4,NA,67.2,246
"AR",1996,NA,NA,5.2,2504.858,7.2,NA,66.6,240.7
"AR",2023,NA,NA,NA,NA,NA,NA,NA,NA
"CA",1976,NA,NA,9.2,21935.909,NA,NA,NA,NA
"CA",1977,NA,NA,8.4,22352.396,NA,NA,NA,NA
"CA",1978,NA,NA,7.1,22835.958,NA,NA,NA,NA
"CA",1979,NA,NA,6.2,23256.88,NA,NA,NA,NA
"CA",1980,NA,NA,6.9,23800.8,NA,NA,NA,NA
"CA",1981,NA,NA,7.4,24285.933,NA,NA,NA,NA
"CA",1982,NA,NA,10.1,24820.009,NA,NA,NA,NA
"CA",1983,NA,NA,9.8,25360.026,NA,NA,NA,NA
"CA",1984,NA,NA,7.8,25844.393,NA,NA,53.7,NA
"CA",1985,NA,NA,7.2,26441.109,NA,NA,54.2,NA
"CA",1986,NA,NA,6.8,27102.237,4.9,NA,53.8,NA
"CA",1987,NA,NA,5.8,27777.158,5.4,NA,54.3,NA
"CA",1988,NA,NA,5.3,28464.249,6.2,NA,54.4,NA
"CA",1989,NA,NA,5.1,29218.164,5.9,NA,53.6,NA
"CA",1990,NA,NA,5.8,29950.111,6,NA,53.8,1971.3
"CA",1991,NA,NA,7.8,30414.114,6.2,NA,54.5,1896.4
"CA",1992,NA,NA,9.4,30875.92,7.5,NA,55.3,1796.4
"CA",1993,NA,NA,9.5,31147.208,8.2,NA,56,1702.5
"CA",1994,NA,NA,8.7,31317.179,7.9,NA,55.5,1690.1
"CA",1995,NA,NA,7.9,31493.525,8.5,NA,55.4,1721.4
"CA",1996,NA,NA,7.4,31780.829,7.2,NA,55,1778.5
"CA",2023,NA,NA,NA,NA,NA,NA,NA,NA
"CO",1976,NA,NA,5.9,2632.306,NA,NA,NA,NA
"CO",1977,NA,NA,6.4,2696.14,NA,NA,NA,NA
"CO",1978,NA,NA,5.6,2766.748,NA,NA,NA,NA
"CO",1979,NA,NA,4.6,2849.234,NA,NA,NA,NA
"CO",1980,NA,NA,5.9,2908.803,NA,NA,NA,NA
"CO",1981,NA,NA,5.6,2977.898,NA,NA,NA,NA
"CO",1982,NA,NA,7.6,3061.564,NA,NA,NA,NA
"CO",1983,NA,NA,7.1,3133.63,NA,NA,NA,NA
"CO",1984,NA,NA,5.5,3169.992,NA,NA,64.7,NA
"CO",1985,NA,NA,6,3208.723,NA,NA,63.6,NA
"CO",1986,NA,NA,7.5,3237.45,13.6,NA,63.7,NA
"CO",1987,NA,NA,7.5,3260.48,11.6,NA,61.8,NA
"CO",1988,NA,NA,6.4,3262.281,13,NA,60.1,NA
"CO",1989,NA,NA,5.6,3275.818,12.4,NA,58.6,NA
"CO",1990,NA,NA,5.1,3303.862,10.2,NA,59,170.1
"CO",1991,NA,NA,5.3,3367.567,5.8,NA,59.8,165
"CO",1992,NA,NA,6.1,3459.995,5.8,NA,60.9,163.6
"CO",1993,NA,NA,5.4,3560.884,4.9,NA,61.8,166.3
"CO",1994,NA,NA,4.1,3653.91,5.3,NA,62.9,171.6
"CO",1995,NA,NA,4,3738.061,4.3,NA,64.6,177.7
"CO",1996,NA,NA,4.2,3812.716,6.1,NA,64.5,180.2
"CO",2023,NA,NA,NA,NA,NA,NA,NA,NA
"CT",1976,NA,NA,9.2,3083.335,NA,NA,NA,NA
"CT",1977,NA,NA,7,3085.722,NA,NA,NA,NA
"CT",1978,NA,NA,5.3,3091.627,NA,NA,NA,NA
"CT",1979,NA,NA,5.1,3095.917,NA,NA,NA,NA
"CT",1980,NA,NA,5.7,3113.174,NA,NA,NA,NA
"CT",1981,NA,NA,6.2,3128.836,NA,NA,NA,NA
"CT",1982,NA,NA,6.9,3139.013,NA,NA,NA,NA
"CT",1983,NA,NA,6,3162.354,NA,NA,NA,NA
"CT",1984,NA,NA,4.7,3180.014,NA,NA,67.8,NA
"CT",1985,NA,NA,4.4,3201.131,NA,NA,69,NA
"CT",1986,NA,NA,3.8,3223.74,5,NA,68.1,NA
"CT",1987,NA,NA,3.1,3247.291,4.8,NA,67,NA
"CT",1988,NA,NA,2.9,3271.953,5.8,NA,66.5,NA
"CT",1989,NA,NA,3.6,3283.403,5.9,NA,66.4,NA
"CT",1990,NA,NA,4.9,3289.056,7.5,NA,67.9,299.4
"CT",1991,NA,NA,6.6,3288.64,7.7,NA,65.5,284.2
"CT",1992,NA,NA,7.3,3274.997,8.3,NA,66.1,272.3
"CT",1993,NA,NA,6.5,3272.325,11.1,NA,64.5,260.3
"CT",1994,NA,NA,5.5,3268.346,11.4,NA,63.8,252.3
"CT",1995,NA,NA,5.3,3265.293,15.2,NA,68.2,247.3
"CT",1996,NA,NA,5.2,3267.03,10.7,NA,69,244
"CT",2023,NA,NA,NA,NA,NA,NA,NA,NA
"DE",1976,NA,NA,8.6,590.166,NA,NA,NA,NA
"DE",1977,NA,NA,8.2,591.829,NA,NA,NA,NA
"DE",1978,NA,NA,7.1,594.776,NA,NA,NA,NA
"DE",1979,NA,NA,7,594.984,NA,NA,NA,NA
"DE",1980,NA,NA,7.5,594.919,NA,NA,NA,NA
"DE",1981,NA,NA,7.8,595.975,NA,NA,NA,NA
"DE",1982,NA,NA,8.4,599.148,NA,NA,NA,NA
"DE",1983,NA,NA,7.9,605.458,NA,NA,NA,NA
"DE",1984,NA,NA,6.2,611.565,NA,NA,70.4,NA
"DE",1985,NA,NA,5.2,618.28,NA,NA,70.3,NA
"DE",1986,NA,NA,4.2,627.559,4.9,NA,71,NA
"DE",1987,NA,NA,3,636.947,5.5,NA,71.1,NA
"DE",1988,NA,NA,3,647.622,6.9,NA,70.1,NA
"DE",1989,NA,NA,3.3,658.273,6.7,NA,68.7,NA
"DE",1990,NA,NA,4.4,669.063,6,NA,67.7,45.9
"DE",1991,NA,NA,5.9,680.495,8,NA,70.2,45.9
"DE",1992,NA,NA,5.2,690.158,9.1,NA,73.8,44.2
"DE",1993,NA,NA,4.9,699.475,8.4,NA,74.1,43.9
"DE",1994,NA,NA,4.7,708.416,8.3,NA,70.5,43.4
"DE",1995,NA,NA,4.3,718.265,10.6,NA,71.7,43.5
"DE",1996,NA,NA,5,727.09,7.7,NA,71.5,41.5
"DE",2023,NA,NA,NA,NA,NA,NA,NA,NA
"FL",1976,NA,NA,9.3,8667.379,NA,NA,NA,NA
"FL",1977,NA,NA,8.3,8856.183,NA,NA,NA,NA
"FL",1978,NA,NA,6.8,9102.032,NA,NA,NA,NA
"FL",1979,NA,NA,6,9426.159,NA,NA,NA,NA
"FL",1980,NA,NA,6,9839.835,NA,NA,NA,NA
"FL",1981,NA,NA,6.8,10192.774,NA,NA,NA,NA
"FL",1982,NA,NA,8.5,10471.407,NA,NA,NA,NA
"FL",1983,NA,NA,8.6,10749.851,NA,NA,NA,NA
"FL",1984,NA,NA,6.6,11039.925,NA,NA,66.5,NA
"FL",1985,NA,NA,6.1,11351.118,NA,NA,67.2,NA
"FL",1986,NA,NA,5.8,11667.505,11,NA,66.5,NA
"FL",1987,NA,NA,5.4,11997.283,11,NA,66.3,NA
"FL",1988,NA,NA,5.2,12306.395,10.5,NA,64.9,NA
"FL",1989,NA,NA,5.6,12637.715,9.5,NA,64.4,NA
"FL",1990,NA,NA,6.2,13018.365,9,NA,65.1,509.1
"FL",1991,NA,NA,7.6,13289.497,9.1,NA,66.1,478.8
"FL",1992,NA,NA,8.4,13504.775,8.7,NA,66,473.2
"FL",1993,NA,NA,7.4,13713.593,8.3,NA,65.5,478.4
"FL",1994,NA,NA,6.5,13961.798,8,NA,65.7,474.4
"FL",1995,NA,NA,5.6,14185.403,7.8,NA,66.6,479.9
"FL",1996,NA,NA,5.3,14426.911,9,NA,67.1,485.9
"FL",2023,NA,NA,NA,NA,NA,NA,NA,NA
"GA",1976,NA,NA,8.2,5132.812,NA,NA,NA,NA
"GA",1977,NA,NA,6.9,5219.697,NA,NA,NA,NA
"GA",1978,NA,NA,5.7,5295.751,NA,NA,NA,NA
"GA",1979,NA,NA,5.1,5401.384,NA,NA,NA,NA
"GA",1980,NA,NA,6.3,5486.174,NA,NA,NA,NA
"GA",1981,NA,NA,6.5,5568.345,NA,NA,NA,NA
"GA",1982,NA,NA,7.8,5649.792,NA,NA,NA,NA
"GA",1983,NA,NA,7.6,5728.25,NA,NA,NA,NA
"GA",1984,NA,NA,6.1,5834.954,NA,NA,63.6,NA
"GA",1985,NA,NA,6.3,5962.661,NA,NA,62.7,NA
"GA",1986,NA,NA,5.9,6084.666,6.2,NA,62.4,NA
"GA",1987,NA,NA,5.6,6208.467,6.1,NA,63.9,NA
"GA",1988,NA,NA,5.6,6316.142,7.5,NA,64.8,NA
"GA",1989,NA,NA,5.4,6411.099,10,NA,64.7,NA
"GA",1990,NA,NA,5.4,6506.531,9.4,NA,64.3,521.3
"GA",1991,NA,NA,5.3,6621.279,9.7,NA,65.7,497.3
"GA",1992,NA,NA,6.6,6759.474,8.9,NA,66.9,505.5
"GA",1993,NA,NA,5.7,6894.092,7.3,NA,66.5,514.8
"GA",1994,NA,NA,5.1,7045.9,9.1,NA,63.4,530.2
"GA",1995,NA,NA,4.7,7188.538,11.3,NA,66.6,543.4
"GA",1996,NA,NA,4.6,7332.225,11.6,NA,69.3,548
"GA",2023,NA,NA,NA,NA,NA,NA,NA,NA
"HI",1976,NA,NA,9.2,904.191,NA,NA,NA,NA
"HI",1977,NA,NA,7.6,918.259,NA,NA,NA,NA
"HI",1978,NA,NA,6.9,931.584,NA,NA,NA,NA
"HI",1979,NA,NA,5.7,953.306,NA,NA,NA,NA
"HI",1980,NA,NA,5,967.71,NA,NA,NA,NA
"HI",1981,NA,NA,5.2,978.195,NA,NA,NA,NA
"HI",1982,NA,NA,6.1,993.78,NA,NA,NA,NA
"HI",1983,NA,NA,5.9,1012.717,NA,NA,NA,NA
"HI",1984,NA,NA,5.5,1027.922,NA,NA,50.7,NA
"HI",1985,NA,NA,5.2,1039.698,NA,NA,51,NA
"HI",1986,NA,NA,4.7,1051.762,5.7,NA,50.9,NA
"HI",1987,NA,NA,3.7,1067.918,6.5,NA,50.7,NA
"HI",1988,NA,NA,3.1,1079.828,6.3,NA,53.2,NA
"HI",1989,NA,NA,2.5,1094.588,6.6,NA,54.7,NA
"HI",1990,NA,NA,2.6,1112.703,6.6,NA,55.5,20.6
"HI",1991,NA,NA,2.8,1131.412,5.8,NA,55.2,19.9
"HI",1992,NA,NA,4.1,1149.926,5.8,NA,53.8,18.8
"HI",1993,NA,NA,4.4,1161.508,6.8,NA,52.8,17.6
"HI",1994,NA,NA,5.2,1173.903,7.4,NA,52.3,16.8
"HI",1995,NA,NA,5.5,1180.49,6.3,NA,50.2,16.3
"HI",1996,NA,NA,5.9,1184.434,6,NA,50.6,16
"HI",2023,NA,NA,NA,NA,NA,NA,NA,NA
"ID",1976,NA,NA,5.7,856.983,NA,NA,NA,NA
"ID",1977,NA,NA,5.9,883.469,NA,NA,NA,NA
"ID",1978,NA,NA,5.5,910.69,NA,NA,NA,NA
"ID",1979,NA,NA,5.8,932.627,NA,NA,NA,NA
"ID",1980,NA,NA,7.6,947.983,NA,NA,NA,NA
"ID",1981,NA,NA,7.7,962.204,NA,NA,NA,NA
"ID",1982,NA,NA,9.9,973.721,NA,NA,NA,NA
"ID",1983,NA,NA,9.1,981.869,NA,NA,NA,NA
"ID",1984,NA,NA,7.2,990.839,NA,NA,69.7,NA
"ID",1985,NA,NA,7.8,994.051,NA,NA,71,NA
"ID",1986,NA,NA,8.4,990.224,8.8,NA,69.8,NA
"ID",1987,NA,NA,7.6,984.997,9,NA,71.6,NA
"ID",1988,NA,NA,6.2,985.664,6.4,NA,71.5,NA
"ID",1989,NA,NA,5.5,994.416,6,NA,70.2,NA
"ID",1990,NA,NA,5.6,1011.882,5.4,NA,69.4,52.7
"ID",1991,NA,NA,6.3,1038.915,3.9,NA,68.4,55.5
"ID",1992,NA,NA,6.5,1066.49,2.7,NA,70.3,58
"ID",1993,NA,NA,6.1,1101.204,3.7,NA,72.1,61.1
"ID",1994,NA,NA,5.5,1135.459,3.6,NA,70.7,63.1
"ID",1995,NA,NA,5.5,1165,4.5,NA,72,63.2
"ID",1996,NA,NA,5.4,1187.706,5.8,NA,71.4,66.2
"ID",2023,NA,NA,NA,NA,NA,NA,NA,NA
"IL",1976,NA,NA,6.6,11342.853,NA,NA,NA,NA
"IL",1977,NA,NA,6.2,11386.316,NA,NA,NA,NA
"IL",1978,NA,NA,6,11412.561,NA,NA,NA,NA
"IL",1979,NA,NA,5.6,11396.837,NA,NA,NA,NA
"IL",1980,NA,NA,8.2,11434.702,NA,NA,NA,NA
"IL",1981,NA,NA,8.6,11443.458,NA,NA,NA,NA
"IL",1982,NA,NA,11.4,11423.412,NA,NA,NA,NA
"IL",1983,NA,NA,11.7,11408.818,NA,NA,NA,NA
"IL",1984,NA,NA,9.1,11412.132,NA,NA,62.4,NA
"IL",1985,NA,NA,9.1,11399.806,NA,NA,60.6,NA
"IL",1986,NA,NA,8.3,11387.257,6.9,NA,60.9,NA
"IL",1987,NA,NA,7.5,11391.178,5.9,NA,61,NA
"IL",1988,NA,NA,6.7,11390.183,6.9,NA,61.4,NA
"IL",1989,NA,NA,6.1,11409.782,7.2,NA,61.9,NA
"IL",1990,NA,NA,6.3,11446.979,6.1,NA,63,917.5
"IL",1991,NA,NA,7.3,11535.973,6.5,NA,63,878.3
"IL",1992,NA,NA,7.9,11635.197,7,NA,62.4,857.1
"IL",1993,NA,NA,7.5,11725.984,6.3,NA,61.8,862.6
"IL",1994,NA,NA,5.8,11804.986,6.8,NA,64.2,879.9
"IL",1995,NA,NA,5.2,11884.935,7.4,NA,66.4,895
"IL",1996,NA,NA,5.3,11953.003,7.9,NA,68.2,900.1
"IL",2023,NA,NA,NA,NA,NA,NA,NA,NA
"IN",1976,NA,NA,6,5389.088,NA,NA,NA,NA
"IN",1977,NA,NA,5.8,5425.638,NA,NA,NA,NA
"IN",1978,NA,NA,5.6,5470.214,NA,NA,NA,NA
"IN",1979,NA,NA,6.4,5501.174,NA,NA,NA,NA
"IN",1980,NA,NA,9.7,5490.721,NA,NA,NA,NA
"IN",1981,NA,NA,9.7,5480.435,NA,NA,NA,NA
"IN",1982,NA,NA,12,5467.922,NA,NA,NA,NA
"IN",1983,NA,NA,11.1,5450.395,NA,NA,NA,NA
"IN",1984,NA,NA,8.5,5458.322,NA,NA,69.9,NA
"IN",1985,NA,NA,7.7,5459.211,NA,NA,67.6,NA
"IN",1986,NA,NA,6.8,5454.108,7.5,NA,67.6,NA
"IN",1987,NA,NA,6.1,5473.012,8.2,NA,69.1,NA
"IN",1988,NA,NA,5.2,5491.735,7.9,NA,68.3,NA
"IN",1989,NA,NA,4.7,5523.693,6.2,NA,68.2,NA
"IN",1990,NA,NA,5.1,5555.097,5.3,NA,67,606
"IN",1991,NA,NA,5.7,5602.062,6.2,NA,66.1,586.3
"IN",1992,NA,NA,6.1,5648.649,7,NA,67.6,596.3
"IN",1993,NA,NA,5.1,5701.965,7.2,NA,68.7,609.6
"IN",1994,NA,NA,4.7,5745.626,5,NA,68.4,627
"IN",1995,NA,NA,4.4,5791.819,5.2,NA,71,651.9
"IN",1996,NA,NA,4,5834.908,6.9,NA,74.2,646.1
"IN",2023,NA,NA,NA,NA,NA,NA,NA,NA
"IA",1976,NA,NA,4.1,2903.082,NA,NA,NA,NA
"IA",1977,NA,NA,4,2913.573,NA,NA,NA,NA
"IA",1978,NA,NA,3.8,2918.069,NA,NA,NA,NA
"IA",1979,NA,NA,4.2,2915.739,NA,NA,NA,NA
"IA",1980,NA,NA,5.9,2914.018,NA,NA,NA,NA
"IA",1981,NA,NA,6.5,2907.983,NA,NA,NA,NA
"IA",1982,NA,NA,8.4,2888.189,NA,NA,NA,NA
"IA",1983,NA,NA,8.2,2870.543,NA,NA,NA,NA
"IA",1984,NA,NA,7,2858.618,NA,NA,71.3,NA
"IA",1985,NA,NA,7.4,2829.684,NA,NA,69.9,NA
"IA",1986,NA,NA,6.8,2791.97,9.5,NA,69.2,NA
"IA",1987,NA,NA,5.6,2767.011,8,NA,67.7,NA
"IA",1988,NA,NA,4.6,2768.388,8.1,NA,68.3,NA
"IA",1989,NA,NA,4.3,2770.592,8.5,NA,69.6,NA
"IA",1990,NA,NA,4.4,2779.769,7.8,NA,70.7,219.1
"IA",1991,NA,NA,4.7,2791.227,7,NA,68.4,216.6
"IA",1992,NA,NA,4.5,2806.923,3.9,NA,66.3,216.6
"IA",1993,NA,NA,4.1,2820.525,4.3,NA,68.2,221
"IA",1994,NA,NA,3.6,2829.422,4.9,NA,70.1,230.1
"IA",1995,NA,NA,3.5,2840.86,5.3,NA,71.4,236.7
"IA",1996,NA,NA,3.6,2848.473,5.5,NA,72.8,234.9
"IA",2023,NA,NA,NA,NA,NA,NA,NA,NA
"KS",1976,NA,NA,4.2,2301.001,NA,NA,NA,NA
"KS",1977,NA,NA,3.9,2320.647,NA,NA,NA,NA
"KS",1978,NA,NA,3,2335.657,NA,NA,NA,NA
"KS",1979,NA,NA,3.1,2350.906,NA,NA,NA,NA
"KS",1980,NA,NA,4.4,2369.039,NA,NA,NA,NA
"KS",1981,NA,NA,4.3,2384.849,NA,NA,NA,NA
"KS",1982,NA,NA,6.3,2401.202,NA,NA,NA,NA
"KS",1983,NA,NA,5.9,2415.531,NA,NA,NA,NA
"KS",1984,NA,NA,5,2424.086,NA,NA,72.7,NA
"KS",1985,NA,NA,5.1,2427.405,NA,NA,68.3,NA
"KS",1986,NA,NA,5.4,2432.619,10.3,NA,66.4,NA
"KS",1987,NA,NA,4.8,2445.367,9.4,NA,67.9,NA
"KS",1988,NA,NA,4.5,2461.996,10.1,NA,68.6,NA
"KS",1989,NA,NA,4.2,2472.849,9.3,NA,68.1,NA
"KS",1990,NA,NA,4.3,2480.683,7.8,NA,69,177.6
"KS",1991,NA,NA,4.5,2495.209,6.9,NA,69.7,174
"KS",1992,NA,NA,4.6,2526.042,5.9,NA,69.8,173.8
"KS",1993,NA,NA,4.9,2547.605,6.2,NA,68.9,171.9
"KS",1994,NA,NA,4.8,2569.118,9,NA,69,175.5
"KS",1995,NA,NA,4.4,2586.942,6.2,NA,67.5,179.5
"KS",1996,NA,NA,4.3,2598.266,9.9,NA,67.5,185.3
"KS",2023,NA,NA,NA,NA,NA,NA,NA,NA
"KY",1976,NA,NA,5.4,3529.257,NA,NA,NA,NA
"KY",1977,NA,NA,4.9,3573.693,NA,NA,NA,NA
"KY",1978,NA,NA,5.1,3609.976,NA,NA,NA,NA
"KY",1979,NA,NA,5.5,3641.804,NA,NA,NA,NA
"KY",1980,NA,NA,8,3664.221,NA,NA,NA,NA
"KY",1981,NA,NA,8.6,3670.394,NA,NA,NA,NA
"KY",1982,NA,NA,10.8,3683.445,NA,NA,NA,NA
"KY",1983,NA,NA,11.3,3694.484,NA,NA,NA,NA
"KY",1984,NA,NA,9.1,3695.453,NA,NA,70.2,NA
"KY",1985,NA,NA,9,3694.826,NA,NA,68.5,NA
"KY",1986,NA,NA,9.3,3687.809,6.5,NA,68.1,NA
"KY",1987,NA,NA,8.3,3683.329,7.9,NA,67.6,NA
"KY",1988,NA,NA,7.5,3679.999,6.5,NA,65.4,NA
"KY",1989,NA,NA,6.3,3677.306,7.2,NA,64.9,NA
"KY",1990,NA,NA,6,3692.584,5.8,NA,65.8,273
"KY",1991,NA,NA,7.3,3714.686,7.6,NA,67.2,266.9
"KY",1992,NA,NA,6.9,3756.358,8.7,NA,69,271.7
"KY",1993,NA,NA,6.2,3792.288,8.5,NA,68.76,278.9
"KY",1994,NA,NA,5.4,3823.215,7.6,NA,70.6,289.5
"KY",1995,NA,NA,5.4,3855.248,5.1,NA,71.2,298.7
"KY",1996,NA,NA,5.4,3881.051,5.8,NA,73.2,297.9
"KY",2023,NA,NA,NA,NA,NA,NA,NA,NA
"LA",1976,NA,NA,6.6,3950.605,NA,NA,NA,NA
"LA",1977,NA,NA,6.9,4014.459,NA,NA,NA,NA
"LA",1978,NA,NA,6.8,4068.579,NA,NA,NA,NA
